LinINum,LinNom,LinFOpe,LinFecOpeIni,LinFecOpeFin,LinBarA,LinBarB,LinBarSis,LinFPrtFlu,LinFPrtHis,LinNIntHis,LinFPrtInd,LinFCC,LinPotMaxA->B,LinPotMaxB->A,LinFMax,LinFPri,LinFN-1,LinPotN-1A->B,LinPotN-1B->A,LinVolt,LinR,LinX,LinFPer,LinNTra,LinDisEne,LinFPeaCal,LinPeaSis,LinPeaTip,LinFTipDef,LinFInv,LinFecInv,LinVI,LinCOMA,LinVidUti,LinEmp,LinAux
173,La Cebada 220 Aux->Monte Redondo 220,T,*,*,La Cebada 220 Aux,Monte Redondo 220,*,F,F,101,F,F,224,224,T,T,T,224,224,220,0.272348703,1.2168708,T,5,1,T,TxT,Iny,F,F,*,0,0,30,Transelec,SIC
174,Monte Redondo 220->Las Palmas 220,T,*,MesDic-2017,Monte Redondo 220,Las Palmas 220,*,F,F,101,F,F,224,224,T,T,T,224,224,220,2.308609169,10.31500815,T,5,1,T,TxT,Iny,F,F,*,0,0,30,Transelec,SIC
175,Pan de Azucar 220 Aux->Don Goyo 220 I,T,*,*,Pan de Azucar 220 Aux,Don Goyo 220,*,F,F,101,F,F,224,224,T,T,T,224,224,220,6.614915515,29.55585049,T,5,1,T,TxT,Iny,F,F,*,0,0,30,Transelec,SIC
176,Don Goyo 220->Don Goyo 220 Aux,T,*,MesDic-2017,Don Goyo 220,Don Goyo 220 Aux,*,F,F,101,F,F,448,448,T,T,T,400,224,220,0,0.0001,T,5,1,F,TxT,Cmn,F,F,*,0,0,30,CNE,SIC
177,Don Goyo 220 Aux->Talinay 220,T,*,*,Don Goyo 220 Aux,Talinay 220,*,F,F,101,F,F,224,224,T,T,T,224,224,220,3.088535121,13.7997654,T,5,1,T,TxT,Iny,F,F,*,0,0,30,Transelec,SIC
178,Talinay 220->Las Palmas 220,T,*,MesDic-2017,Talinay 220,Las Palmas 220,*,F,F,101,F,F,224,224,T,T,T,224,224,220,4.299725364,19.21143811,T,5,1,T,TxT,Iny,F,F,*,0,0,30,Transelec,SIC
179,Pan de Azucar 220->Pan de Azucar 220 Aux II,T,MesEne-2018,MesMay-2023,Pan de Azucar 220,Pan de Azucar 220 Aux,*,F,F,101,F,F,448,448,T,T,T,270,270,220,0,0.0001,T,5,1,F,TxT,Cmn,F,F,*,0,0,30,CNE,SIC
180,Punta Sierra 220->Las Palmas 220 I,T,MesEne-2018,*,Punta Sierra 220 Aux,Las Palmas 220,*,F,F,101,F,F,224,224,T,F,T,224,224,220,1.539072779,6.8766721,T,5,1,T,TxT,Iny,F,F,*,0,0,30,Transelec,SIC
181,Punta Sierra 220->Las Palmas 220 II,T,MesEne-2018,*,Punta Sierra 220 Aux,Las Palmas 220,*,F,F,101,F,F,224,224,T,F,T,224,224,220,1.539072779,6.8766721,T,5,1,T,TxT,Iny,F,F,*,0,0,30,Transelec,SIC
182,Monte Redondo 220->Punta Sierra 220,T,MesEne-2018,*,Monte Redondo 220,Punta Sierra 220,*,F,F,101,F,F,224,224,T,F,T,224,224,220,0.76953639,3.43833605,T,5,1,T,TxT,Iny,F,F,*,0,0,30,Transelec,SIC
183,Talinay 220->Punta Sierra 220,T,MesEne-2018,MesOct-2018,Talinay 220,Punta Sierra 220,*,F,F,101,F,F,224,224,T,T,T,224,224,220,2.760652585,12.33476601,T,5,1,T,TxT,Iny,F,F,*,0,0,30,Transelec,SIC
184,La Cebada 220 Aux->Punta Sierra 220,T,MesNov-2018,*,La Cebada 220 Aux,Punta Sierra 220,*,F,F,101,F,F,224,224,T,T,T,224,224,220,1.040879115,4.65071208,T,5,1,T,TxT,Iny,F,F,*,0,0,30,Transelec,SIC
185,Punta Sierra 220->Punta Sierra 220 Aux,T,MesEne-2018,MesMay-2023,Punta Sierra 220,Punta Sierra 220 Aux,*,F,F,101,F,F,448,448,T,T,T,224,224,220,0,0.0001,T,5,1,T,TxT,Iny,F,F,*,0,0,30,Transelec,SIC
186,Tap Mauro 220->Quillota 220,T,*,*,Tap Mauro 220,Quillota 220,*,F,F,101,F,F,394,394,F,F,F,197,197,220,6.693591605,26.39934662,T,5,1,T,TxA,Ret,F,F,*,0,0,30,Transelec,SIC
187,Punta Sierra 220 Aux->Pelambres 220,T,MesJun-2023,*,Punta Sierra 220 Aux,Tap Mauro 220,*,F,F,101,F,F,1160,1160,T,T,T,580,580,220,2.87012435,13.790805,T,5,1,T,TxT,Cmn,F,F,*,0,0,30,Otro,SIC
188,Pan de Azucar 220 Aux->Punta Sierra 220,T,MesJun-2023,*,Pan de Azucar 220 Aux,Punta Sierra 220,*,F,F,101,F,F,1160,1160,T,T,T,1160,1160,220,3.152035328,15.01498733,T,5,1,T,TxT,Cmn,F,F,*,0,0,30,Otro,SIC
189,Punta Sierra 220->Punta Sierra 220 Aux II,T,MesJun-2023,*,Punta Sierra 220,Punta Sierra 220 Aux,*,F,F,101,F,F,896,896,T,T,T,672,672,220,0,0.0001,T,5,1,T,TxT,Iny,F,F,*,0,0,30,Transelec,SIC
190,Pan de Azucar 220->Pan de Azucar 220 Aux III,T,MesJun-2023,*,Pan de Azucar 220,Pan de Azucar 220 Aux,*,F,F,101,F,F,896,896,T,T,T,672,672,220,0,0.0001,T,5,1,F,TxT,Cmn,F,F,*,0,0,30,CNE,SIC
191,Don Goyo 220->Don Goyo 220 Aux II,T,MesEne-2018,*,Don Goyo 220,Don Goyo 220 Aux,*,F,F,101,F,F,448,448,T,T,T,270,270,220,0,0.0001,T,5,1,F,TxT,Cmn,F,F,*,0,0,30,CNE,SIC
192,La Cebada 220->La Cebada 220 Aux II,T,MesEne-2018,*,La Cebada 220,La Cebada 220 Aux,*,F,F,101,F,F,448,448,T,T,T,270,270,220,0,0.0001,T,5,1,F,TxT,Cmn,F,F,*,0,0,30,CNE,SIC
193,Pan de Azucar 220 Aux->Don Goyo 220 II,T,MesNov-2018,*,Pan de Azucar 220 Aux,Don Goyo 220,*,F,F,101,F,F,224,224,T,T,T,224,224,220,6.610810842,29.53751056,T,5,1,T,TxT,Iny,F,F,*,0,0,30,Transelec,SIC
194,Don Goyo 220 Aux->La Cebada 220,T,MesNov-2018,*,Don Goyo 220 Aux,La Cebada 220,*,F,F,101,F,F,224,224,T,T,T,224,224,220,4.811407286,21.49766449,T,5,1,T,TxT,Iny,F,F,*,0,0,30,Transelec,SIC
195,Talinay 220->La Cebada 220,T,MesNov-2018,*,Talinay 220,La Cebada 220,*,F,F,101,F,F,224,224,T,T,T,224,224,220,1.71977347,7.684053931,T,5,1,T,TxT,Iny,F,F,*,0,0,30,Transelec,SIC
196,Pichirropulli 220 Aux->Nueva Valdivia 220 I,T,MesSep-2018,*,Pichirropulli 220 Aux,Nueva Valdivia 220,*,F,F,101,F,F,145,145,T,T,T,145,145,220,0.648335849,2.04390566,T,3,1,T,TxT,Ret,F,F,*,0,0,30,CNE,SIC
197,Pichirropulli 220 Aux->Nueva Valdivia 220 II,T,MesSep-2018,*,Pichirropulli 220 Aux,Nueva Valdivia 220,*,F,F,101,F,F,145,145,T,T,T,145,145,220,0.648335849,2.04390566,T,3,1,T,TxT,Ret,F,F,*,0,0,30,CNE,SIC
198,Nueva Valdivia 220->Nueva Valdivia 220 Aux,T,MesSep-2018,*,Nueva Valdivia 220,Nueva Valdivia 220 Aux,*,F,F,101,F,F,145,145,T,T,T,145,145,220,0,0.0001,T,3,1,T,TxT,Ret,F,F,*,0,0,30,CNE,SIC
199,Nueva Valdivia 220 Aux->Valdivia 220 I,T,MesSep-2018,*,Nueva Valdivia 220 Aux,Valdivia 220,*,F,F,101,F,F,145,145,T,T,T,145,145,220,6.224024151,19.62149434,T,3,1,T,TxT,Cmn,F,F,*,0,0,30,CNE,SIC
200,Nueva Valdivia 220 Aux->Valdivia 220 II,T,MesSep-2018,*,Nueva Valdivia 220 Aux,Valdivia 220,*,F,F,101,F,F,145,145,T,T,T,145,145,220,6.224024151,19.62149434,T,3,1,T,TxT,Ret,F,F,*,0,0,30,CNE,SIC
201,Puerto Montt 220->Melipulli 220,T,*,*,Puerto Montt 220,Melipulli 220,*,T,T,101,F,F,183,183,T,T,T,183,183,220,0.009795092,0.040646913,T,5,1,T,TxT,Iny,F,F,*,0,0,30,CNE,SIC
202,Melipulli 220->Pta Barranco 220,T,*,*,Melipulli 220,Pta Barranco 220,*,F,T,101,F,F,187,187,T,T,T,187,187,220,5.6448,25.44,T,5,1,T,TxT,Iny,F,F,*,0,0,30,CNE,SIC
203,Pta Barranco 220->Pta Barranco 220 Aux,T,*,*,Pta Barranco 220,Pta Barranco 220 Aux,*,F,T,101,F,F,102,102,T,T,T,102,102,220,0,0.001,T,5,1,T,TxT,Iny,F,F,*,0,0,30,CNE,SIC
204,Pta Barranco 220 Aux->Pta San Gallan 220,T,*,*,Pta Barranco 220 Aux,Pta San Gallan 220,*,F,T,101,F,F,102,102,T,T,T,102,102,220,1.1380068,1.7226594,T,5,1,T,TxT,Iny,F,F,*,0,0,30,CNE,SIC
205,Pta San Gallan 220->Chiloe 220,T,*,MesNov-2020,Pta San Gallan 220,Chiloe 220,*,F,T,101,F,F,187,187,T,T,T,187,187,220,3.7926,17.0925,T,5,1,T,TxT,Iny,F,F,*,0,0,30,CNE,SIC
206,Pta San Gallan 220->Ancud 220,T,MesDic-2020,*,Pta San Gallan 220,Ancud 220,*,F,F,101,F,F,187,187,T,T,T,187,187,220,1.8963,8.54625,T,5,1,T,TxT,Iny,F,F,*,0,0,30,CNE,SIC
207,Ancud 220->Chiloe 220,T,MesDic-2020,*,Ancud 220,Chiloe 220,*,F,T,101,F,F,187,187,T,T,T,187,187,220,1.8963,8.54625,T,5,1,T,TxT,Iny,F,F,*,0,0,30,CNE,SIC
208,Puerto Montt 220->Pta Barranco I,T,MesJun-2023,*,Puerto Montt 220,Pta Barranco 220 II,*,F,T,101,F,F,660,660,T,T,T,660,660,220,1.41561,6.379875,T,5,1,T,TxT,Iny,F,F,*,0,0,30,CNE,SIC
209,Puerto Montt 220->Pta Barranco II,T,MesJun-2023,*,Puerto Montt 220,Pta Barranco 220 II,*,F,T,101,F,F,660,660,T,T,T,660,660,220,1.41561,6.379875,T,5,1,T,TxT,Iny,F,F,*,0,0,30,CNE,SIC
210,Pta Barranco 220 II->Pta Barranco 220 Aux II,T,MesJun-2023,*,Pta Barranco 220 II,Pta Barranco 220 Aux II,*,F,T,101,F,F,1320,1320,T,T,T,660,660,220,0,0.001,T,5,1,T,TxT,Iny,F,F,*,0,0,30,CNE,SIC
211,Pta Barranco 220 Aux->Pta San Gallan 220 III,T,MesJun-2023,*,Pta Barranco 220 Aux II,Pta San Gallan 220 II,*,F,T,101,F,F,660,660,T,T,T,660,660,220,0.113988,0.83749072,T,5,1,T,TxT,Iny,F,F,*,0,0,30,CNE,SIC
212,Pta Barranco 220 Aux->Pta San Gallan 220 IV,T,MesJun-2023,*,Pta Barranco 220 Aux II,Pta San Gallan 220 II,*,F,T,101,F,F,660,660,T,T,T,660,660,220,0.113988,0.83749072,T,5,1,T,TxT,Iny,F,F,*,0,0,30,CNE,SIC
213,Pta San Gallan->Ancud I,T,MesJun-2023,*,Pta San Gallan 220 II,Ancud 220,*,F,F,101,F,F,660,660,T,T,T,660,660,220,0.474075,2.1365625,T,5,1,T,TxT,Iny,F,F,*,0,0,30,CNE,SIC
214,Pta San Gallan->Ancud II,T,MesJun-2023,*,Pta San Gallan 220 II,Ancud 220,*,F,F,101,F,F,660,660,T,T,T,660,660,220,0.474075,2.1365625,T,5,1,T,TxT,Iny,F,F,*,0,0,30,CNE,SIC
215,Puerto Montt 220->Pichirrahue 220,T,*,MesNov-2016,Puerto Montt 220,Pichirrahue 220,*,T,T,101,F,F,145,145,T,T,T,145,145,220,15.4170164,41.31531986,T,5,1,T,TxT,Iny,F,F,*,23.359,0.541,30,Transelec,SIC
216,Pichirrahue 220->Valdivia 220,T,*,MesAbr-2018,Pichirrahue 220,Valdivia 220,*,T,F,101,F,F,145,145,T,T,T,145,145,220,15.4155836,41.31148014,T,5,1,T,TxT,Iny,F,F,*,23.359,0.541,30,Transelec,SIC
217,Rahue 220->Pichirrahue 220,T,MesDic-2016,*,Rahue 220,Pichirrahue 220,*,T,F,101,F,F,145,145,T,T,T,145,145,220,0.392589451,1.052081565,T,5,1,T,TxT,Iny,F,F,*,11.315,0.253,30,Transelec,SIC
218,Pichirrahue 220->Pichirropulli 220,T,MesMay-2018,MesDic-2027,Pichirrahue 220,Pichirropulli 220,*,T,F,101,F,F,145,145,T,T,T,145,145,220,7.062311697,18.92594903,T,5,1,T,TxT,Iny,F,F,*,23.359,0.541,30,Transelec,SIC
219,Ciruelos 500->Charrua 500,T,MesEne-2028,*,Ciruelos 500,Charrua 500,*,F,F,101,F,F,1500,1500,T,T,T,750,750,500,7.359211614,48.133826,T,5,1,T,TxT,Cmn,F,F,*,229.513,1.52,30,CNE,SIC
220,Puerto Montt 500->Ciruelos 500,T,MesEne-2028,*,Puerto Montt 500,Ciruelos 500,*,F,T,101,F,F,1500,1500,T,T,T,750,750,500,5.810788386,38.006174,T,5,1,T,TxT,Cmn,F,F,*,229.513,1.52,30,CNE,SIC
221,Ciruelos 500->Ciruelos 220,T,MesEne-2028,*,Ciruelos 500,Ciruelos 220,*,F,F,101,F,F,771,771,T,T,T,771,771,500,0.5,48.75,T,5,1,T,TxT,Cmn,F,F,*,16.0925,0.3475,30,CNE,SIC
