EmbINum,EmbAñoFRlt,EmbAñoIni,EmbAñoFin,EmbNom,EmbDatTip,EmbDatIHid,EmbEtaTip,Abr,May,Jun,Jul,Ago,Sep,Oct,Nov,Dic,Ene,Feb,Mar
599,F,2020,2020,Lago Laja,EmbQExtCnv,38,EtaMes,80.9,72.5,36.2,63.1,35.1,40.4,42,62.2,75.8,237.5,234.1,222.1
600,F,2020,2020,Lago Laja,EmbQExtCnv,39,EtaMes,46.8,49.8,56,65.9,65.2,67,58.9,63.3,62.1,171.2,257.1,267.7
601,F,2020,2020,Lago Laja,EmbQExtCnv,40,EtaMes,39,39,49.5,54,58.3,41.3,43.7,50.6,71.8,175.9,203.5,311.4
602,F,2020,2020,Lago Laja,EmbQExtCnv,41,EtaMes,80.3,78.1,31.8,33.7,45.8,65.9,36.7,63.9,74.2,229,244.9,220.9
603,F,2020,2020,Lago Laja,EmbQExtCnv,42,EtaMes,75.4,49.2,34.1,36.7,40.8,59.1,67.7,73.3,76.1,239.1,238,217.1
604,F,2020,2020,Lago Laja,EmbQExtCnv,43,EtaMes,72.2,69.7,66.6,66.8,40.1,48.2,37.8,61.6,58,231.6,235.8,226.5
605,F,2020,2020,Lago Laja,EmbQExtCnv,44,EtaMes,72.6,69.3,40.1,44.8,55.3,56.9,44.5,64.3,63.1,206.8,258.4,230.9
606,F,2020,2020,Lago Laja,EmbQExtCnv,45,EtaMes,67.9,71.1,43.1,42.3,60.2,76.2,46.7,38,61,157.6,278.4,262.1
607,F,2020,2020,Lago Laja,EmbQExtCnv,46,EtaMes,35,42.6,37.2,58.2,46.9,82.2,59,66.5,57,208.7,240.4,245.2
608,F,2020,2020,Lago Laja,EmbQExtCnv,47,EtaMes,76.1,74.5,40.5,39,55,51.5,38.1,64.4,76,224.6,234.6,234.6
609,F,2020,2020,Lago Laja,EmbQExtCnv,48,EtaMes,75.8,77.1,75,67.1,51.9,33.5,38.5,46.3,42.1,240.6,243.8,210.3
610,F,2020,2020,Lago Laja,EmbQExtCnv,49,EtaMes,69.7,69.1,44.2,60.4,69.3,54.1,72.5,67.7,44.1,138.1,279.8,280.3
611,F,2020,2020,Lago Laja,EmbQExtCnv,50,EtaMes,75,83.7,60.2,62.3,51.9,51.6,44.7,46.4,36.1,256.6,253.7,185.4
612,F,2020,2020,Lago Laja,EmbQExtCnv,51,EtaMes,80.3,81.2,45.5,74.4,39.2,43,39.3,41,52.2,196.6,236.8,260.7
